BnB,HOA,_id,address,city,dollar_per_sqfeet,lat,location,long,price,property_type,redfin_link,sq_feet,state,year_built
4B3.0B,,5c0a464a6ee39237d843c866,Residence 2,Irvine,633,33.638391,Barcelona,-117.74284899999999,1561669,Single-Family,http://www.redfin.com/CA/Irvine/Barcelona/Residence-2/home/148434287,2466,CA,
3B2.5B,,5c0a464a6ee39237d843c867,Residence 2X,Irvine,508,33.6754549,Travata - Castillo at Travata,-117.7490709,989990,Multi-Family,http://www.redfin.com/CA/Irvine/Travata-Castillo-at-Travata/Residence-2X/home/145102183,1947,CA,
3B2.0B,,5c0a464a6ee39237d843c868,Residence 2X,Irvine,393,33.683059,Lyric at Cadence Park,-117.723445,921700,Single-Family,http://www.redfin.com/CA/Irvine/Lyric-at-Cadence-Park/Residence-2X/home/147264812,2346,CA,
4B4.5B,,5c0a464a6ee39237d843c869,Residence 3,Irvine,435,33.6826,Altair Irvine - Lumiere,-117.71600000000001,2099990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Lumiere/Residence-3/home/147279714,4824,CA,
4B4.5B,,5c0a464a6ee39237d843c86a,Residence 3,Irvine,475,33.6826,Altair Irvine - Solstice,-117.71600000000001,1579990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Solstice/Residence-3/home/144240758,3327,CA,
4B3.5B,,5c0a464a6ee39237d843c86b,Residence 3,Irvine,463,33.689129799999996,Legado at Portola Springs,-117.71297109999999,1046000,Single-Family,http://www.redfin.com/CA/Irvine/Legado-at-Portola-Springs/Residence-3/home/103993795,2258,CA,
4B3.0B,,5c0a464a6ee39237d843c86c,Residence 3,Irvine,608,33.638391,Barcelona,-117.74284899999999,1604387,Single-Family,http://www.redfin.com/CA/Irvine/Barcelona/Residence-3/home/148434288,2637,CA,
3B3.5B,,5c0a464a6ee39237d843c86d,Residence 3,Irvine,536,33.6749995,Travata - Palencia at Travata,-117.7495483,1234990,Single-Family,http://www.redfin.com/CA/Irvine/Travata-Palencia-at-Travata/Residence-3/home/145102177,2305,CA,
5B5.5B,,5c0a464a6ee39237d843c86e,Residence 3,Irvine,428,33.6807,Great Park Neighborhoods - Capella at Cadence Park,-117.73700000000001,1754990,Single-Family,http://www.redfin.com/CA/Irvine/Great-Park-Neighborhoods-Capella-at-Cadence-Park/Residence-3/home/144388275,4097,CA,
3B2.0B,,5c0a464a6ee39237d843c86f,Residence 3,Irvine,576,33.6754549,Travata - Castillo at Travata,-117.7490709,979990,Multi-Family,http://www.redfin.com/CA/Irvine/Travata-Castillo-at-Travata/Residence-3/home/145102180,1701,CA,
4B5.0B,,5c0a464a6ee39237d843c870,Residence 3,Irvine,459,33.6826,Altair Irvine - Starlight,-117.71600000000001,1864990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Starlight/Residence-3/home/144216773,4066,CA,
2B2.0B,,5c0a464a6ee39237d843c871,Residence 3,Irvine,450,33.68091,Travata - Aldea at Travata,-117.7718375,859990,Multi-Family,http://www.redfin.com/CA/Irvine/Travata-Aldea-at-Travata/Residence-3/home/146746616,1910,CA,
4B4.5B,,5c0a464a6ee39237d843c872,Residence 3,Irvine,444,33.6826,Altair Irvine - Eclipse,-117.71600000000001,1684990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Eclipse/Residence-3/home/144216767,3792,CA,
5B6.0B,,5c0a464a6ee39237d843c873,Residence 3X,Irvine,367,33.6826,Altair Irvine - Lumiere,-117.71600000000001,2429990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Lumiere/Residence-3X/home/147279711,6613,CA,
4B4.0B,,5c0a464a6ee39237d843c874,Residence 3X,Irvine,433,33.6842,Great Park Neighborhoods - Encore at Cadence Park,-117.728,1349990,Single-Family,http://www.redfin.com/CA/Irvine/Great-Park-Neighborhoods-Encore-at-Cadence-Park/Residence-3X/home/146248874,3116,CA,
3B3.5B,,5c0a464a6ee39237d843c875,Residence 4,Irvine,513,33.6749995,Travata - Palencia at Travata,-117.7495483,1244990,Single-Family,http://www.redfin.com/CA/Irvine/Travata-Palencia-at-Travata/Residence-4/home/145102176,2425,CA,
4B5.0B,,5c0a464a6ee39237d843c876,Residence 4,Irvine,429,33.6826,Altair Irvine - Starlight,-117.71600000000001,1869990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Starlight/Residence-4/home/144216770,4357,CA,
5B5.5B,,5c0a464a6ee39237d843c877,Residence 4,Irvine,443,33.6826,Altair Irvine - Lumiere,-117.71600000000001,2039990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Lumiere/Residence-4/home/147279713,4605,CA,
6B6.5B,,5c0a464a6ee39237d843c878,Residence 4X,Irvine,373,33.6826,Altair Irvine - Lumiere,-117.71600000000001,2459990,Single-Family,http://www.redfin.com/CA/Irvine/Altair-Irvine-Lumiere/Residence-4X/home/147279712,6590,CA,
3B3.5B,,5c0a464a6ee39237d843c879,Residence 5,Irvine,508,33.6749995,Travata - Palencia at Travata,-117.7495483,1304990,Single-Family,http://www.redfin.com/CA/Irvine/Travata-Palencia-at-Travata/Residence-5/home/145102175,2567,CA,
4B4.5B,,5c0a464a6ee39237d843c87a,Residence One,Irvine,448,33.691757,Elderberry at Portola Springs,-117.70791650000001,1295150,Single-Family,http://www.redfin.com/CA/Irvine/Elderberry-at-Portola-Springs/Residence-One/home/145283805,2892,CA,
3B3.5B,,5c0a464a6ee39237d843c87b,Residence One,Irvine,462,33.682829,Prado at Cadence Park,-117.72271200000002,799990,Single-Family,http://www.redfin.com/CA/Irvine/Prado-at-Cadence-Park/Residence-One/home/147129663,1733,CA,
4B4.0B,,5c0a464a6ee39237d843c87c,Residence Three,Irvine,390,33.682829,Prado at Cadence Park,-117.72271200000002,1079990,Single-Family,http://www.redfin.com/CA/Irvine/Prado-at-Cadence-Park/Residence-Three/home/147129662,2766,CA,
4B4.5B,,5c0a464a6ee39237d843c87d,Residence Three,Irvine,450,33.691757,Elderberry at Portola Springs,-117.70791650000001,1296990,Single-Family,http://www.redfin.com/CA/Irvine/Elderberry-at-Portola-Springs/Residence-Three/home/145272161,2882,CA,
4B4.0B,,5c0a464a6ee39237d843c87e,Residence Two,Irvine,451,33.682829,Prado at Cadence Park,-117.72271200000002,1041080,Single-Family,http://www.redfin.com/CA/Irvine/Prado-at-Cadence-Park/Residence-Two/home/147280500,2307,CA,
4B4.0B,,5c0a464a6ee39237d843c87f,Residence Two,Irvine,450,33.691757,Elderberry at Portola Springs,-117.70791650000001,1259990,Single-Family,http://www.redfin.com/CA/Irvine/Elderberry-at-Portola-Springs/Residence-Two/home/145272162,2799,CA,
5B5.5B,,5c0a464a6ee39237d843c880,Soleil,Irvine,453,33.676854999999996,Alara at Altair,-117.70860900000001,2095995,Single-Family,http://www.redfin.com/CA/Irvine/Alara-at-Altair/Soleil/home/142960943,4627,CA,
5B5.5B,,5c0a464a6ee39237d843c881,Soleil Elite,Irvine,429,33.676854999999996,Alara at Altair,-117.70860900000001,2249995,Single-Family,http://www.redfin.com/CA/Irvine/Alara-at-Altair/Soleil-Elite/home/142960940,5247,CA,
5B5.5B,,5c0a464a6ee39237d843c882,Solitaire,Irvine,442,33.68053,Solano at Altair,-117.70512,2209995,Single-Family,http://www.redfin.com/CA/Irvine/Solano-at-Altair/Solitaire/home/147600476,5000,CA,
5B5.5B,,5c0a464a6ee39237d843c883,Stella,Irvine,449,33.683482299999994,Estrella at Altair,-117.7091578,2419995,Single-Family,http://www.redfin.com/CA/Irvine/Estrella-at-Altair/Stella/home/146286844,5390,CA,
4B2.5B,,5c0a464a6ee39237d843c884,Waverly,Irvine,423,33.683667,Deco at Cadence Park,-117.720754,973569,Multi-Family,http://www.redfin.com/CA/Irvine/Deco-at-Cadence-Park/Waverly/home/148128626,2300,CA,
